    rows    dim dtype kern  acc      tpr  rpb     grid  block        ms      GB/s    %peak
  131072   1024 bf16  smem  native    32    1   131072     32    1.4284     375.8    83.9%
  131072   1024 bf16  smem  native    32    4   131072    128    1.4064     381.7    85.2%
  131072   1024 bf16  smem  native    32   16   131072    512    1.4929     359.6    80.3%
    2048   2048 f16   smem  native    32    1     2048     32    0.0227     738.8   164.9%
    2048   2048 f16   smem  native    32    4     2048    128    0.0206     813.9   181.7%
    2048   2048 f16   smem  native    32   16     2048    512    0.0247     679.0   151.5%
    2048   2048 f16   smem  native    32    1     2048     32    0.0230     729.7   162.9%
    2048   2048 f16   smem  native    32    4     2048    128    0.0206     813.8   181.6%
    2048   2048 f16   smem  native    32   16     2048    512    0.0247     679.2   151.6%
    2048   2048 f16   smem  native    32    1     2048     32    0.0228     735.6   164.2%
    2048   2048 f16   smem  native    32    4     2048    128    0.0206     813.6   181.6%
    2048   2048 f16   smem  native    32   16     2048    512    0.0661     253.7    56.6%
    2048   2048 bf16  smem  native    32    1     2048     32    0.0232     722.4   161.2%
    2048   2048 bf16  smem  native    32    4     2048    128    0.0206     814.9   181.9%
    2048   2048 bf16  smem  native    32   16     2048    512    0.0247     679.4   151.7%
    2048   2048 bf16  smem  native    32    1     2048     32    0.0228     735.3   164.1%
    2048   2048 bf16  smem  native    32    4     2048    128    0.0206     814.9   181.9%
    2048   2048 bf16  smem  native    32   16     2048    512    0.0247     678.8   151.5%
    2048   2048 bf16  smem  native    32    1     2048     32    0.0228     736.5   164.4%
    2048   2048 bf16  smem  native    32    4     2048    128    0.0206     814.1   181.7%
    2048   2048 bf16  smem  native    32   16     2048    512    0.0247     678.4   151.4%
    8192   2048 f16   smem  native    32    1     8192     32    0.1769     379.5    84.7%
    8192   2048 f16   smem  native    32    4     8192    128    0.1734     387.1    86.4%
    8192   2048 f16   smem  native    32   16     8192    512    0.1725     389.0    86.8%
    8192   2048 f16   smem  native    32    1     8192     32    0.1741     385.4    86.0%
    8192   2048 f16   smem  native    32    4     8192    128    0.1733     387.2    86.4%
    8192   2048 f16   smem  native    32   16     8192    512    0.1725     389.1    86.8%
    8192   2048 f16   smem  native    32    1     8192     32    0.1785     375.9    83.9%
    8192   2048 f16   smem  native    32    4     8192    128    0.1726     388.7    86.8%
    8192   2048 f16   smem  native    32   16     8192    512    0.1769     379.3    84.7%
    8192   2048 bf16  smem  native    32    1     8192     32    0.1741     385.5    86.0%
    8192   2048 bf16  smem  native    32    4     8192    128    0.1773     378.5    84.5%
    8192   2048 bf16  smem  native    32   16     8192    512    0.1725     389.1    86.8%
    8192   2048 bf16  smem  native    32    1     8192     32    0.1745     384.6    85.8%
    8192   2048 bf16  smem  native    32    4     8192    128    0.1727     388.5    86.7%
    8192   2048 bf16  smem  native    32   16     8192    512    0.1764     380.4    84.9%
    8192   2048 bf16  smem  native    32    1     8192     32    0.1745     384.5    85.8%
    8192   2048 bf16  smem  native    32    4     8192    128    0.1724     389.2    86.9%
    8192   2048 bf16  smem  native    32   16     8192    512    0.1723     389.5    86.9%
   32768   2048 f16   smem  native    32    1    32768     32    0.7150     375.5    83.8%
   32768   2048 f16   smem  native    32    4    32768    128    0.7130     376.5    84.0%
   32768   2048 f16   smem  native    32   16    32768    512    0.7056     380.4    84.9%
   32768   2048 f16   smem  native    32    1    32768     32    0.7116     377.2    84.2%
   32768   2048 f16   smem  native    32    4    32768    128    0.7114     377.3    84.2%
   32768   2048 f16   smem  native    32   16    32768    512    0.7071     379.6    84.7%
   32768   2048 f16   smem  native    32    1    32768     32    0.7169     374.4    83.6%
   32768   2048 f16   smem  native    32    4    32768    128    0.7102     378.0    84.4%
   32768   2048 f16   smem  native    32   16    32768    512    0.7052     380.6    85.0%
   32768   2048 bf16  smem  native    32    1    32768     32    0.7187     373.5    83.4%
   32768   2048 bf16  smem  native    32    4    32768    128    0.7123     376.8    84.1%
   32768   2048 bf16  smem  native    32   16    32768    512    0.7015     382.7    85.4%
   32768   2048 bf16  smem  native    32    1    32768     32    0.7118     377.1    84.2%
   32768   2048 bf16  smem  native    32    4    32768    128    0.7090     378.6    84.5%
   32768   2048 bf16  smem  native    32   16    32768    512    0.7069     379.7    84.8%
   32768   2048 bf16  smem  native    32    1    32768     32    0.7163     374.7    83.6%
   32768   2048 bf16  smem  native    32    4    32768    128    0.7089     378.7    84.5%
   32768   2048 bf16  smem  native    32   16    32768    512    0.7015     382.6    85.4%
  131072   2048 f16   smem  native    32    1   131072     32    2.8574     375.8    83.9%
  131072   2048 f16   smem  native    32    4   131072    128    2.8529     376.4    84.0%
  131072   2048 f16   smem  native    32   16   131072    512    2.8165     381.2    85.1%
  131072   2048 f16   smem  native    32    1   131072     32    2.8647     374.8    83.7%
  131072   2048 f16   smem  native    32    4   131072    128    2.8355     378.7    84.5%
  131072   2048 f16   smem  native    32   16   131072    512    2.8228     380.4    84.9%
  131072   2048 f16   smem  native    32    1   131072     32    2.8611     375.3    83.8%
  131072   2048 f16   smem  native    32    4   131072    128    2.8487     376.9    84.1%
  131072   2048 f16   smem  native    32   16   131072    512    2.8161     381.3    85.1%
  131072   2048 bf16  smem  native    32    1   131072     32    2.8620     375.2    83.7%
  131072   2048 bf16  smem  native    32    4   131072    128    2.8400     378.1    84.4%
  131072   2048 bf16  smem  native    32   16   131072    512    2.8110     382.0    85.3%
  131072   2048 bf16  smem  native    32    1   131072     32    2.8690     374.3    83.5%
  131072   2048 bf16  smem  native    32    4   131072    128    2.8430     377.7    84.3%
  131072   2048 bf16  smem  native    32   16   131072    512    2.8115     381.9    85.2%
  131072   2048 bf16  smem  native    32    1   131072     32    2.8584     375.6    83.8%
  131072   2048 bf16  smem  native    32    4   131072    128    2.8392     378.2    84.4%
  131072   2048 bf16  smem  native    32   16   131072    512    2.8188     380.9    85.0%
    2048   4096 f16   smem  native    32    1     2048     32    0.0621     540.3   120.6%
    2048   4096 f16   smem  native    32    4     2048    128    0.0431     778.1   173.7%
    2048   4096 f16   smem  native    32   16     2048    512    0.0452     743.0   165.8%
    2048   4096 f16   smem  native    32    1     2048     32    0.0615     545.6   121.8%
    2048   4096 f16   smem  native    32    4     2048    128    0.0431     779.1   173.9%
    2048   4096 f16   smem  native    32   16     2048    512    0.0452     741.9   165.6%
    2048   4096 f16   smem  native    32    1     2048     32    0.0616     544.8   121.6%
    2048   4096 f16   smem  native    32    4     2048    128    0.0431     778.9   173.8%
    2048   4096 f16   smem  native    32   16     2048    512    0.0452     743.2   165.9%
    2048   4096 bf16  smem  native    32    1     2048     32    0.0615     545.6   121.8%
    2048   4096 bf16  smem  native    32    4     2048    128    0.0431     778.3   173.7%
    2048   4096 bf16  smem  native    32   16     2048    512    0.0452     743.0   165.8%
    2048   4096 bf16  smem  native    32    1     2048     32    0.0616     545.0   121.6%
    2048   4096 bf16  smem  native    32    4     2048    128    0.0432     777.0   173.4%
    2048   4096 bf16  smem  native    32   16     2048    512    0.0452     743.0   165.8%
    2048   4096 bf16  smem  native    32    1     2048     32    0.0615     545.2   121.7%
    2048   4096 bf16  smem  native    32    4     2048    128    0.0431     779.1   173.9%
    2048   4096 bf16  smem  native    32   16     2048    512    0.0452     743.0   165.8%
    8192   4096 f16   smem  native    32    1     8192     32    0.3689     363.8    81.2%
    8192   4096 f16   smem  native    32    4     8192    128    0.3552     377.9    84.3%
    8192   4096 f16   smem  native    32   16     8192    512    0.3523     380.9    85.0%
    8192   4096 f16   smem  native    32    1     8192     32    0.3656     367.1    81.9%
    8192   4096 f16   smem  native    32    4     8192    128    0.3548     378.3    84.4%
    8192   4096 f16   smem  native    32   16     8192    512    0.3481     385.6    86.1%
    8192   4096 f16   smem  native    32    1     8192     32    0.3653     367.4    82.0%
    8192   4096 f16   smem  native    32    4     8192    128    0.3545     378.6    84.5%
    8192   4096 f16   smem  native    32   16     8192    512    0.3474     386.3    86.2%
    8192   4096 bf16  smem  native    32    1     8192     32    0.3660     366.7    81.8%
    8192   4096 bf16  smem  native    32    4     8192    128    0.3594     373.5    83.4%
    8192   4096 bf16  smem  native    32   16     8192    512    0.3482     385.5    86.0%
    8192   4096 bf16  smem  native    32    1     8192     32    0.3665     366.2    81.7%
    8192   4096 bf16  smem  native    32    4     8192    128    0.3601     372.7    83.2%
    8192   4096 bf16  smem  native    32   16     8192    512    0.3473     386.5    86.3%
    8192   4096 bf16  smem  native    32    1     8192     32    0.3656     367.1    81.9%
    8192   4096 bf16  smem  native    32    4     8192    128    0.3547     378.4    84.5%
    8192   4096 bf16  smem  native    32   16     8192    512    0.3484     385.3    86.0%
   32768   4096 f16   smem  native    32    1    32768     32    1.4376     373.4    83.4%
   32768   4096 f16   smem  native    32    4    32768    128    1.4296     375.5    83.8%
   32768   4096 f16   smem  native    32   16    32768    512    1.4029     382.7    85.4%
   32768   4096 f16   smem  native    32    1    32768     32    1.4418     372.3    83.1%
   32768   4096 f16   smem  native    32    4    32768    128    1.4344     374.3    83.5%
   32768   4096 f16   smem  native    32   16    32768    512    1.4036     382.5    85.4%
   32768   4096 f16   smem  native    32    1    32768     32    1.4443     371.7    83.0%
   32768   4096 f16   smem  native    32    4    32768    128    1.4342     374.3    83.6%
   32768   4096 f16   smem  native    32   16    32768    512    1.4045     382.2    85.3%
   32768   4096 bf16  smem  native    32    1    32768     32    1.4374     373.5    83.4%
   32768   4096 bf16  smem  native    32    4    32768    128    1.4333     374.6    83.6%
   32768   4096 bf16  smem  native    32   16    32768    512    1.4022     382.9    85.5%
   32768   4096 bf16  smem  native    32    1    32768     32    1.4410     372.6    83.2%
   32768   4096 bf16  smem  native    32    4    32768    128    1.4253     376.7    84.1%
   32768   4096 bf16  smem  native    32   16    32768    512    1.4038     382.4    85.4%
   32768   4096 bf16  smem  native    32    1    32768     32    1.4375     373.5    83.4%
   32768   4096 bf16  smem  native    32    4    32768    128    1.4379     373.4    83.3%
   32768   4096 bf16  smem  native    32   16    32768    512    1.4024     382.8    85.4%
  131072   4096 f16   smem  native    32    1   131072     32    5.7408     374.1    83.5%
  131072   4096 f16   smem  native    32    4   131072    128    5.7485     373.6    83.4%
  131072   4096 f16   smem  native    32   16   131072    512    5.6221     382.0    85.3%
  131072   4096 f16   smem  native    32    1   131072     32    5.7321     374.6    83.6%
  131072   4096 f16   smem  native    32    4   131072    128    5.7495     373.5    83.4%
  131072   4096 f16   smem  native    32   16   131072    512    5.6065     383.0    85.5%
  131072   4096 f16   smem  native    32    1   131072     32    5.7302     374.8    83.6%
  131072   4096 f16   smem  native    32    4   131072    128    5.7326     374.6    83.6%
  131072   4096 f16   smem  native    32   16   131072    512    5.6057     383.1    85.5%
  131072   4096 bf16  smem  native    32    1   131072     32    5.7322     374.6    83.6%
  131072   4096 bf16  smem  native    32    4   131072    128    5.7276     374.9    83.7%
  131072   4096 bf16  smem  native    32   16   131072    512    5.6109     382.7    85.4%
  131072   4096 bf16  smem  native    32    1   131072     32    5.7399     374.1    83.5%
  131072   4096 bf16  smem  native    32    4   131072    128    5.7293     374.8    83.7%
  131072   4096 bf16  smem  native    32   16   131072    512    5.6071     383.0    85.5%
  131072   4096 bf16  smem  native    32    1   131072     32    5.7268     375.0    83.7%
  131072   4096 bf16  smem  native    32    4   131072    128    5.7356     374.4    83.6%
  131072   4096 bf16  smem  native    32   16   131072    512    5.6213     382.0    85.3%
    2048   8192 f16   smem  native    32    1     2048     32    0.3406     197.0    44.0%
    2048   8192 f16   smem  native    32    4     2048    128    0.1786     375.8    83.9%
    2048   8192 f16   smem  native    32   16     2048    512    0.1760     381.2    85.1%
    2048   8192 f16   smem  native    32    1     2048     32    0.3406     197.0    44.0%
    2048   8192 f16   smem  native    32    4     2048    128    0.1789     375.2    83.7%
    2048   8192 f16   smem  native    32   16     2048    512    0.1723     389.5    86.9%
    2048   8192 f16   smem  native    32    1     2048     32    0.3406     197.0    44.0%
    2048   8192 f16   smem  native    32    4     2048    128    0.1755     382.3    85.3%
    2048   8192 f16   smem  native    32   16     2048    512    0.1762     380.8    85.0%
    2048   8192 bf16  smem  native    32    1     2048     32    0.3442     195.0    43.5%
    2048   8192 bf16  smem  native    32    4     2048    128    0.1771     379.0    84.6%
    2048   8192 bf16  smem  native    32   16     2048    512    0.1724     389.4    86.9%
    2048   8192 bf16  smem  native    32    1     2048     32    0.3410     196.8    43.9%
    2048   8192 bf16  smem  native    32    4     2048    128    0.1755     382.4    85.4%
    2048   8192 bf16  smem  native    32   16     2048    512    0.1763     380.6    85.0%
    2048   8192 bf16  smem  native    32    1     2048     32    0.3409     196.8    43.9%
    2048   8192 bf16  smem  native    32    4     2048    128    0.1754     382.6    85.4%
    2048   8192 bf16  smem  native    32   16     2048    512    0.1762     380.8    85.0%
    8192   8192 f16   smem  native    32    1     8192     32    1.2971     206.9    46.2%
    8192   8192 f16   smem  native    32    4     8192    128    0.7121     377.0    84.1%
    8192   8192 f16   smem  native    32   16     8192    512    0.7041     381.3    85.1%
    8192   8192 f16   smem  native    32    1     8192     32    1.2932     207.6    46.3%
    8192   8192 f16   smem  native    32    4     8192    128    0.7105     377.8    84.3%
    8192   8192 f16   smem  native    32   16     8192    512    0.7025     382.1    85.3%
    8192   8192 f16   smem  native    32    1     8192     32    1.2935     207.5    46.3%
    8192   8192 f16   smem  native    32    4     8192    128    0.7108     377.6    84.3%
    8192   8192 f16   smem  native    32   16     8192    512    0.7023     382.2    85.3%
    8192   8192 bf16  smem  native    32    1     8192     32    1.2945     207.4    46.3%
    8192   8192 bf16  smem  native    32    4     8192    128    0.7128     376.6    84.1%
    8192   8192 bf16  smem  native    32   16     8192    512    0.7026     382.1    85.3%
    8192   8192 bf16  smem  native    32    1     8192     32    1.2951     207.3    46.3%
    8192   8192 bf16  smem  native    32    4     8192    128    0.7102     378.0    84.4%
    8192   8192 bf16  smem  native    32   16     8192    512    0.7100     378.1    84.4%
    8192   8192 bf16  smem  native    32    1     8192     32    1.2928     207.6    46.3%
    8192   8192 bf16  smem  native    32    4     8192    128    0.7053     380.6    85.0%
    8192   8192 bf16  smem  native    32   16     8192    512    0.7026     382.0    85.3%
   32768   8192 f16   smem  native    32    1    32768     32    5.1216     209.7    46.8%
   32768   8192 f16   smem  native    32    4    32768    128    2.8545     376.2    84.0%
   32768   8192 f16   smem  native    32   16    32768    512    2.8157     381.3    85.1%
   32768   8192 f16   smem  native    32    1    32768     32    5.1238     209.6    46.8%
   32768   8192 f16   smem  native    32    4    32768    128    2.8517     376.5    84.0%
   32768   8192 f16   smem  native    32   16    32768    512    2.8182     381.0    85.0%
   32768   8192 f16   smem  native    32    1    32768     32    5.1170     209.8    46.8%
   32768   8192 f16   smem  native    32    4    32768    128    2.8515     376.6    84.0%
   32768   8192 f16   smem  native    32   16    32768    512    2.8144     381.5    85.2%
   32768   8192 bf16  smem  native    32    1    32768     32    5.1214     209.7    46.8%
   32768   8192 bf16  smem  native    32    4    32768    128    2.8507     376.7    84.1%
   32768   8192 bf16  smem  native    32   16    32768    512    2.8167     381.2    85.1%
   32768   8192 bf16  smem  native    32    1    32768     32    5.1277     209.4    46.7%
   32768   8192 bf16  smem  native    32    4    32768    128    2.8514     376.6    84.0%
   32768   8192 bf16  smem  native    32   16    32768    512    2.8338     378.9    84.6%
   32768   8192 bf16  smem  native    32    1    32768     32    5.1206     209.7    46.8%
   32768   8192 bf16  smem  native    32    4    32768    128    2.8519     376.5    84.0%
   32768   8192 bf16  smem  native    32   16    32768    512    2.8174     381.1    85.1%
  131072   8192 f16   smem  native    32    1   131072     32   20.3631     210.9    47.1%
  131072   8192 f16   smem  native    32    4   131072    128   11.4095     376.4    84.0%
  131072   8192 f16   smem  native    32   16   131072    512   11.2778     380.8    85.0%
  131072   8192 f16   smem  native    32    1   131072     32   20.3467     211.1    47.1%
  131072   8192 f16   smem  native    32    4   131072    128   11.4133     376.3    84.0%
  131072   8192 f16   smem  native    32   16   131072    512   11.2735     381.0    85.0%
  131072   8192 f16   smem  native    32    1   131072     32   20.3494     211.1    47.1%
  131072   8192 f16   smem  native    32    4   131072    128   11.4234     376.0    83.9%
  131072   8192 f16   smem  native    32   16   131072    512   11.2818     380.7    85.0%
  131072   8192 bf16  smem  native    32    1   131072     32   20.3439     211.1    47.1%
  131072   8192 bf16  smem  native    32    4   131072    128   11.4251     375.9    83.9%
  131072   8192 bf16  smem  native    32   16   131072    512   11.2813     380.7    85.0%
  131072   8192 bf16  smem  native    32    1   131072     32   20.3545     211.0    47.1%
  131072   8192 bf16  smem  native    32    4   131072    128   11.4156     376.2    84.0%
  131072   8192 bf16  smem  native    32   16   131072    512   11.2866     380.5    84.9%
  131072   8192 bf16  smem  native    32    1   131072     32   20.3644     210.9    47.1%
  131072   8192 bf16  smem  native    32    4   131072    128   11.4120     376.4    84.0%
  131072   8192 bf16  smem  native    32   16   131072    512   11.2806     380.7    85.0%
    2048  16384 f16   smem  native    32    1     2048     32    1.0408     129.0    28.8%
    2048  16384 f16   smem  native    32    4     2048    128    0.3792     353.9    79.0%
    2048  16384 f16   smem  native    32   16     2048    512    0.3520     381.3    85.1%
    2048  16384 f16   smem  native    32    1     2048     32    1.0425     128.7    28.7%
    2048  16384 f16   smem  native    32    4     2048    128    0.3834     350.1    78.1%
    2048  16384 f16   smem  native    32   16     2048    512    0.3522     381.0    85.0%
    2048  16384 f16   smem  native    32    1     2048     32    1.0414     128.9    28.8%
    2048  16384 f16   smem  native    32    4     2048    128    0.3790     354.2    79.1%
    2048  16384 f16   smem  native    32   16     2048    512    0.3519     381.4    85.1%
    2048  16384 bf16  smem  native    32    1     2048     32    1.0447     128.5    28.7%
    2048  16384 bf16  smem  native    32    4     2048    128    0.3794     353.8    79.0%
    2048  16384 bf16  smem  native    32   16     2048    512    0.3525     380.8    85.0%
    2048  16384 bf16  smem  native    32    1     2048     32    1.0410     128.9    28.8%
    2048  16384 bf16  smem  native    32    4     2048    128    0.3785     354.6    79.1%
    2048  16384 bf16  smem  native    32   16     2048    512    0.3521     381.2    85.1%
    2048  16384 bf16  smem  native    32    1     2048     32    1.0449     128.4    28.7%
    2048  16384 bf16  smem  native    32    4     2048    128    0.3789     354.3    79.1%
    2048  16384 bf16  smem  native    32   16     2048    512    0.3524     380.9    85.0%
    8192  16384 f16   smem  native    32    1     8192     32    4.1727     128.7    28.7%
    8192  16384 f16   smem  native    32    4     8192    128    1.4700     365.2    81.5%
    8192  16384 f16   smem  native    32   16     8192    512    1.4163     379.1    84.6%
    8192  16384 f16   smem  native    32    1     8192     32    4.1746     128.6    28.7%
    8192  16384 f16   smem  native    32    4     8192    128    1.4695     365.3    81.5%
    8192  16384 f16   smem  native    32   16     8192    512    1.4155     379.3    84.7%
    8192  16384 f16   smem  native    32    1     8192     32    4.1627     129.0    28.8%
    8192  16384 f16   smem  native    32    4     8192    128    1.4757     363.8    81.2%
    8192  16384 f16   smem  native    32   16     8192    512    1.4205     377.9    84.4%
    8192  16384 bf16  smem  native    32    1     8192     32    4.1696     128.8    28.7%
    8192  16384 bf16  smem  native    32    4     8192    128    1.4731     364.5    81.3%
    8192  16384 bf16  smem  native    32   16     8192    512    1.4283     375.9    83.9%
    8192  16384 bf16  smem  native    32    1     8192     32    4.1697     128.8    28.7%
    8192  16384 bf16  smem  native    32    4     8192    128    1.4757     363.8    81.2%
    8192  16384 bf16  smem  native    32   16     8192    512    1.4189     378.4    84.5%
    8192  16384 bf16  smem  native    32    1     8192     32    4.1751     128.6    28.7%
    8192  16384 bf16  smem  native    32    4     8192    128    1.4725     364.6    81.4%
    8192  16384 bf16  smem  native    32   16     8192    512    1.4236     377.1    84.2%
   32768  16384 f16   smem  native    32    1    32768     32   16.6466     129.0    28.8%
   32768  16384 f16   smem  native    32    4    32768    128    5.8415     367.6    82.1%
   32768  16384 f16   smem  native    32   16    32768    512    5.6869     377.6    84.3%
   32768  16384 f16   smem  native    32    1    32768     32   16.6620     128.9    28.8%
   32768  16384 f16   smem  native    32    4    32768    128    5.8488     367.2    82.0%
   32768  16384 f16   smem  native    32   16    32768    512    5.7089     376.2    84.0%
   32768  16384 f16   smem  native    32    1    32768     32   16.6375     129.1    28.8%
   32768  16384 f16   smem  native    32    4    32768    128    5.8363     368.0    82.1%
   32768  16384 f16   smem  native    32   16    32768    512    5.6990     376.8    84.1%
   32768  16384 bf16  smem  native    32    1    32768     32   16.6574     128.9    28.8%
   32768  16384 bf16  smem  native    32    4    32768    128    5.8401     367.7    82.1%
   32768  16384 bf16  smem  native    32   16    32768    512    5.6944     377.1    84.2%
   32768  16384 bf16  smem  native    32    1    32768     32   16.6621     128.9    28.8%
   32768  16384 bf16  smem  native    32    4    32768    128    5.8444     367.4    82.0%
   32768  16384 bf16  smem  native    32   16    32768    512    5.6920     377.3    84.2%
   32768  16384 bf16  smem  native    32    1    32768     32   16.6608     128.9    28.8%
   32768  16384 bf16  smem  native    32    4    32768    128    5.8452     367.4    82.0%
   32768  16384 bf16  smem  native    32   16    32768    512    5.6869     377.6    84.3%
wrote data\kernels_smem.csv
