rows,dim,dtype,impl,ms,gbps
16384,256,bf16,rotate+quant_fp8,0.21029951095581054,79.77772237199987
16384,256,bf16,rotate+quant_int4,0.2332659149169922,71.92313547382257
65536,256,f16,memcpy,0.17769344329833983,377.6665179892262
65536,256,f16,cublas,0.2027180862426758,331.04527200233787
65536,256,f16,ref_fht,0.17291135787963868,388.1113700276045
65536,256,f16,rotate+quant_fp8,0.8967737579345703,74.83366167467219
65536,256,f16,rotate+quant_int4,1.158637466430664,57.92050226611239
65536,256,bf16,memcpy,0.17205120086669923,390.05170357395065
65536,256,bf16,cublas,0.20262399673461914,331.1989945983242
65536,256,bf16,ref_fht,0.17319679260253906,387.4717481287594
65536,256,bf16,rotate+quant_fp8,0.8986271667480469,74.67931805673496
65536,256,bf16,rotate+quant_int4,1.1660371398925782,57.55293867070344
262144,256,f16,memcpy,0.7061331176757812,380.1485148912832
262144,256,f16,cublas,0.8987238311767578,298.6851429637956
262144,256,f16,ref_fht,0.6971686553955078,385.0366104708408
262144,256,f16,rotate+quant_fp8,3.9171124267578126,68.52891282014686
262144,256,f16,rotate+quant_int4,4.830055541992188,55.57605987472394
262144,256,bf16,memcpy,0.706108169555664,380.16194624815006
262144,256,bf16,cublas,0.7895597076416015,339.9811988909757
262144,256,bf16,ref_fht,0.701436767578125,382.6937343573197
262144,256,bf16,rotate+quant_fp8,3.8003915405273436,70.63363159753581
262144,256,bf16,rotate+quant_int4,4.727849731445312,56.777493204704456
1024,512,f16,memcpy,0.007987200021743775,262.56410184931707
1024,512,f16,cublas,0.02369152069091797,88.51909623530132
1024,512,f16,ref_fht,0.015167360305786132,138.2674346570356
1024,512,f16,rotate+quant_fp8,0.10234880447387695,20.490244226890482
1024,512,f16,rotate+quant_int4,0.11577471733093261,18.11407575287324
1024,512,bf16,memcpy,0.00606656014919281,345.6904651772121
1024,512,bf16,cublas,0.03742464065551758,56.0366636330231
1024,512,bf16,ref_fht,0.014407039880752563,145.56439194714395
1024,512,bf16,rotate+quant_fp8,0.10166080474853516,20.62891401644367
1024,512,bf16,rotate+quant_int4,0.11001472473144532,19.062466457279374
4096,512,f16,memcpy,0.007596799731254577,1104.2291881787778
4096,512,f16,cublas,0.057550082206726076,145.7618769312478
4096,512,f16,ref_fht,0.014315520524978637,585.9799498986446
4096,512,f16,rotate+quant_fp8,0.10729791641235352,78.18053025151004
4096,512,f16,rotate+quant_int4,0.12180159568786621,68.87108459151054
4096,512,bf16,memcpy,0.006892160177230835,1217.1231927709514
4096,512,bf16,cublas,0.06735295772552491,124.54698773860899
4096,512,bf16,ref_fht,0.04716415882110596,177.8598030724572
4096,512,bf16,rotate+quant_fp8,0.21770240783691405,38.53245392804338
4096,512,bf16,rotate+quant_int4,0.24250240325927735,34.59185512083819
16384,512,f16,memcpy,0.02539583921432495,1321.2570656484963
16384,512,f16,cublas,0.19661823272705078,170.65778455338324
16384,512,f16,ref_fht,0.041589121818542484,806.8078991040339
16384,512,f16,rotate+quant_fp8,0.3667718505859375,91.4858431648858
16384,512,f16,rotate+quant_int4,0.44204158782958985,75.90786234560235
16384,512,bf16,memcpy,0.025256319046020506,1328.5559126355345
16384,512,bf16,cublas,0.23131584167480468,145.05894519395903
16384,512,bf16,ref_fht,0.033192319869995116,1010.9095155573089
16384,512,bf16,rotate+quant_fp8,0.40180286407470706,83.50968845697734
16384,512,bf16,rotate+quant_int4,0.4764633560180664,70.4239509212702
65536,512,f16,memcpy,0.35020736694335936,383.2521547775082
65536,512,f16,cublas,0.7624614715576172,176.03214458274107
65536,512,f16,ref_fht,0.35413631439208987,379.00018310858076
65536,512,f16,rotate+quant_fp8,2.226278991699219,60.28791921427496
65536,512,f16,rotate+quant_int4,2.689516296386719,49.90403968933646
65536,512,bf16,memcpy,0.350511360168457,382.9197659542175
65536,512,bf16,cublas,0.8238137817382812,162.9224115634422
65536,512,bf16,ref_fht,0.34993408203125,383.55145980897635
65536,512,bf16,rotate+quant_fp8,2.2901516723632813,58.60647991995063
65536,512,bf16,rotate+quant_int4,2.7503802490234377,48.79969889532763
262144,512,f16,memcpy,1.4132768249511718,379.87668270053797
262144,512,f16,cublas,3.0282720947265624,177.28621973398884
262144,512,f16,ref_fht,1.4091513061523437,380.98883324737784
262144,512,f16,rotate+quant_fp8,9.013152465820312,59.56527574962506
262144,512,f16,rotate+quant_int4,10.816143798828126,49.63607381571307
262144,512,bf16,memcpy,1.4064781188964843,381.7129500892813
262144,512,bf16,cublas,3.2005850219726564,167.74149360641064
262144,512,bf16,ref_fht,1.407747802734375,381.3686733924891
262144,512,bf16,rotate+quant_fp8,9.201982421875,58.34296213430572
262144,512,bf16,rotate+quant_int4,11.0220849609375,48.70865302732484
1024,1024,f16,memcpy,0.0074995201826095585,559.2763134001642
1024,1024,f16,cublas,0.05969855785369873,70.25804560101504
1024,1024,f16,ref_fht,0.014142719507217407,296.56983565710505
1024,1024,f16,rotate+quant_fp8,0.09648639678955079,43.47041800253268
1024,1024,f16,rotate+quant_int4,0.11900863647460938,35.243694275035736
1024,1024,bf16,memcpy,0.00780672013759613,537.2683951869604
1024,1024,bf16,cublas,0.06004159927368164,69.85663357968734
1024,1024,bf16,ref_fht,0.014359680414199829,292.0889517744689
1024,1024,bf16,rotate+quant_fp8,0.09840191841125488,42.624209646712224
1024,1024,bf16,rotate+quant_int4,0.10832127571105957,38.7209619944659
4096,1024,f16,memcpy,0.01060096025466919,1582.612857416429
4096,1024,f16,cublas,0.19660608291625978,85.33416540904231
4096,1024,f16,ref_fht,0.03106816053390503,540.0131746355191
4096,1024,f16,rotate+quant_fp8,0.2836403274536133,59.149614409974035
4096,1024,f16,rotate+quant_int4,0.31236608505249025,53.71010747591482
4096,1024,bf16,memcpy,0.011027200222015381,1521.4393193391859
4096,1024,bf16,cublas,0.22178112030029296,75.64762941626206
4096,1024,bf16,ref_fht,0.031121280193328858,539.0914479024663
4096,1024,bf16,rotate+quant_fp8,0.32069503784179687,52.315171799684734
4096,1024,bf16,rotate+quant_int4,0.34917057037353516,48.048768778113505
16384,1024,f16,memcpy,0.17733312606811524,378.433885918319
16384,1024,f16,cublas,0.7564473724365235,88.71583991870018
16384,1024,f16,ref_fht,0.17293184280395507,388.06539566040624
16384,1024,f16,rotate+quant_fp8,1.4108114624023438,47.56756362450186
16384,1024,f16,rotate+quant_int4,1.667361297607422,40.248543669747995
16384,1024,bf16,memcpy,0.17223039627075196,389.64587815557604
16384,1024,bf16,cublas,0.7990713500976563,83.98356916663133
16384,1024,bf16,ref_fht,0.17326719284057618,387.3143143823374
16384,1024,bf16,rotate+quant_fp8,1.4571871948242188,46.053701431335575
16384,1024,bf16,rotate+quant_int4,1.7299136352539062,38.793187493519106
65536,1024,f16,memcpy,0.7055366516113282,380.4698953441159
65536,1024,f16,cublas,2.9511712646484374,90.95895559012152
65536,1024,f16,ref_fht,0.7036812591552735,381.4730781977062
65536,1024,f16,rotate+quant_fp8,5.907376098632812,45.44072554685082
65536,1024,f16,rotate+quant_int4,6.821617431640625,39.35070512088805
65536,1024,bf16,memcpy,0.7052607727050781,380.6187248588867
65536,1024,bf16,cublas,3.024999694824219,88.73900267140313
65536,1024,bf16,ref_fht,0.705564193725586,380.4550434774503
65536,1024,bf16,rotate+quant_fp8,5.991314697265625,44.80409886039057
65536,1024,bf16,rotate+quant_int4,6.916293334960938,38.81204035159912
